# WL(nm)	 Flux(ergs/cm**2/s/nm)
1135.0	1.853e+07
1136.0	1.855e+07
1137.0	1.836e+07
1138.0	1.812e+07
1139.0	1.819e+07
1140.0	1.804e+07
1141.0	1.807e+07
1142.0	1.813e+07
1143.0	1.818e+07
1144.0	1.801e+07
1145.0	1.816e+07
1146.0	1.829e+07
1147.0	1.824e+07
1148.0	1.812e+07
1149.0	1.808e+07
1150.0	1.803e+07
1151.0	1.803e+07
1152.0	1.788e+07
1153.0	1.798e+07
1154.0	1.801e+07
1155.0	1.791e+07
1156.0	1.786e+07
1157.0	1.786e+07
1158.0	1.781e+07
1159.0	1.740e+07
1160.0	1.744e+07
1161.0	1.712e+07
1162.0	1.757e+07
1163.0	1.756e+07
1164.0	1.733e+07
1165.0	1.742e+07
1166.0	1.728e+07
1167.0	1.740e+07
1168.0	1.743e+07
1169.0	1.705e+07
1170.0	1.737e+07
1171.0	1.742e+07
1172.0	1.737e+07
1173.0	1.736e+07
1174.0	1.728e+07
1175.0	1.679e+07
1176.0	1.707e+07
1177.0	1.707e+07
1178.0	1.687e+07
1179.0	1.712e+07
1180.0	1.716e+07
1181.0	1.704e+07
1182.0	1.683e+07
1183.0	1.634e+07
1184.0	1.682e+07
1185.0	1.698e+07
1186.0	1.694e+07
1187.0	1.693e+07
1188.0	1.631e+07
1189.0	1.629e+07
1190.0	1.677e+07
1191.0	1.687e+07
1192.0	1.678e+07
1193.0	1.677e+07
1194.0	1.674e+07
1195.0	1.653e+07
1196.0	1.655e+07
1197.0	1.614e+07
1198.0	1.597e+07
1199.0	1.579e+07
1200.0	1.645e+07
1201.0	1.652e+07
1202.0	1.642e+07
1203.0	1.574e+07
1204.0	1.612e+07
1205.0	1.631e+07
1206.0	1.633e+07
1207.0	1.630e+07
1208.0	1.547e+07
1209.0	1.578e+07
1210.0	1.586e+07
1211.0	1.592e+07
1212.0	1.611e+07
1213.0	1.610e+07
1214.0	1.610e+07
1215.0	1.609e+07
1216.0	1.607e+07
1217.0	1.602e+07
1218.0	1.596e+07
1219.0	1.589e+07
1220.0	1.594e+07
1221.0	1.588e+07
1222.0	1.581e+07
1223.0	1.576e+07
1224.0	1.580e+07
1225.0	1.575e+07
1226.0	1.569e+07
1227.0	1.538e+07
1228.0	1.562e+07
1229.0	1.566e+07
1230.0	1.557e+07
1231.0	1.552e+07
1232.0	1.545e+07
1233.0	1.548e+07
1234.0	1.540e+07
1235.0	1.538e+07
1236.0	1.543e+07
1237.0	1.540e+07
1238.0	1.538e+07
1239.0	1.518e+07
1240.0	1.522e+07
1241.0	1.527e+07
1242.0	1.512e+07
1243.0	1.499e+07
1244.0	1.514e+07
1245.0	1.518e+07
1246.0	1.508e+07
1247.0	1.506e+07
1248.0	1.513e+07
1249.0	1.511e+07
1250.0	1.506e+07
1251.0	1.495e+07
1252.0	1.484e+07
1253.0	1.492e+07
1254.0	1.492e+07
1255.0	1.488e+07
1256.0	1.482e+07
1257.0	1.481e+07
1258.0	1.481e+07
1259.0	1.484e+07
1260.0	1.484e+07
1261.0	1.476e+07
1262.0	1.473e+07
1263.0	1.478e+07
1264.0	1.464e+07
1265.0	1.467e+07
1266.0	1.469e+07
1267.0	1.455e+07
1268.0	1.445e+07
1269.0	1.460e+07
1270.0	1.465e+07
1271.0	1.461e+07
1272.0	1.457e+07
1273.0	1.451e+07
1274.0	1.445e+07
1275.0	1.451e+07
1276.0	1.450e+07
1277.0	1.447e+07
1278.0	1.441e+07
1279.0	1.429e+07
1280.0	1.411e+07
1281.0	1.332e+07
1282.0	1.262e+07
1283.0	1.364e+07
1284.0	1.401e+07
1285.0	1.408e+07
1286.0	1.414e+07
1287.0	1.417e+07
1288.0	1.411e+07
1289.0	1.411e+07
1290.0	1.393e+07
1291.0	1.404e+07
1292.0	1.410e+07
1293.0	1.402e+07
1294.0	1.399e+07
1295.0	1.405e+07
1296.0	1.405e+07
1297.0	1.393e+07
1298.0	1.391e+07
1299.0	1.398e+07
1300.0	1.393e+07
1301.0	1.385e+07
1302.0	1.378e+07
1303.0	1.368e+07
1304.0	1.372e+07
1305.0	1.380e+07
1306.0	1.379e+07
1307.0	1.371e+07
1308.0	1.369e+07
1309.0	1.369e+07
1310.0	1.360e+07
1311.0	1.359e+07
1312.0	1.322e+07
1313.0	1.334e+07
1314.0	1.345e+07
1315.0	1.305e+07
1316.0	1.337e+07
1317.0	1.342e+07
1318.0	1.337e+07
1319.0	1.347e+07
1320.0	1.340e+07
1321.0	1.332e+07
1322.0	1.334e+07
1323.0	1.334e+07
1324.0	1.334e+07
1325.0	1.329e+07
1326.0	1.321e+07
1327.0	1.319e+07
1328.0	1.307e+07
1329.0	1.291e+07
1330.0	1.310e+07
1331.0	1.307e+07
1332.0	1.293e+07
1333.0	1.313e+07
1334.0	1.315e+07
1335.0	1.306e+07
1336.0	1.308e+07
1337.0	1.302e+07
1338.0	1.295e+07
1339.0	1.275e+07
1340.0	1.289e+07
1341.0	1.291e+07
1342.0	1.291e+07
1343.0	1.289e+07
1344.0	1.293e+07
1345.0	1.286e+07
1346.0	1.280e+07
1347.0	1.283e+07
1348.0	1.282e+07
1349.0	1.273e+07
1350.0	1.262e+07
1351.0	1.271e+07
1352.0	1.276e+07
1353.0	1.271e+07
1354.0	1.263e+07
1355.0	1.251e+07
1356.0	1.245e+07
1357.0	1.247e+07
1358.0	1.257e+07
1359.0	1.244e+07
1360.0	1.245e+07
1361.0	1.255e+07
1362.0	1.241e+07
1363.0	1.235e+07
1364.0	1.241e+07
1365.0	1.243e+07
1366.0	1.235e+07
1367.0	1.232e+07
1368.0	1.227e+07
1369.0	1.219e+07
1370.0	1.218e+07
1371.0	1.221e+07
1372.0	1.230e+07
1373.0	1.230e+07
1374.0	1.219e+07
1375.0	1.209e+07
1376.0	1.204e+07
1377.0	1.214e+07
1378.0	1.216e+07
1379.0	1.218e+07
1380.0	1.213e+07
1381.0	1.209e+07
1382.0	1.199e+07
1383.0	1.204e+07
1384.0	1.206e+07
1385.0	1.200e+07
1386.0	1.200e+07
1387.0	1.198e+07
1388.0	1.202e+07
1389.0	1.195e+07
1390.0	1.188e+07
1391.0	1.196e+07
1392.0	1.192e+07
1393.0	1.187e+07
1394.0	1.182e+07
1395.0	1.180e+07
1396.0	1.184e+07
1397.0	1.185e+07
1398.0	1.184e+07
1399.0	1.171e+07
1400.0	1.155e+07
1401.0	1.163e+07
1402.0	1.169e+07
1403.0	1.160e+07
1404.0	1.161e+07
1405.0	1.163e+07
1406.0	1.160e+07
1407.0	1.160e+07
1408.0	1.160e+07
1409.0	1.162e+07
1410.0	1.156e+07
1411.0	1.132e+07
1412.0	1.133e+07
1413.0	1.139e+07
1414.0	1.144e+07
1415.0	1.147e+07
1416.0	1.140e+07
1417.0	1.147e+07
1418.0	1.142e+07
1419.0	1.133e+07
1420.0	1.133e+07
1421.0	1.123e+07
1422.0	1.115e+07
1423.0	1.117e+07
1424.0	1.117e+07
1425.0	1.111e+07
1426.0	1.104e+07
1427.0	1.109e+07
1428.0	1.112e+07
1429.0	1.093e+07
1430.0	1.107e+07
1431.0	1.108e+07
1432.0	1.125e+07
1433.0	1.114e+07
1434.0	1.111e+07
1435.0	1.115e+07
1436.0	1.112e+07
1437.0	1.113e+07
1438.0	1.112e+07
1439.0	1.101e+07
1440.0	1.058e+07
1441.0	1.085e+07
1442.0	1.072e+07
1443.0	1.083e+07
1444.0	1.079e+07
1445.0	1.093e+07
1446.0	1.085e+07
1447.0	1.085e+07
1448.0	1.091e+07
1449.0	1.088e+07
1450.0	1.073e+07
1451.0	1.061e+07
1452.0	1.072e+07
1453.0	1.070e+07
1454.0	1.059e+07
1455.0	1.057e+07
1456.0	1.061e+07
1457.0	1.067e+07
1458.0	1.076e+07
1459.0	1.072e+07
1460.0	1.065e+07
1461.0	1.061e+07
1462.0	1.053e+07
1463.0	1.048e+07
1464.0	1.055e+07
1465.0	1.048e+07
1466.0	1.056e+07
1467.0	1.053e+07
1468.0	1.049e+07
1469.0	1.056e+07
1470.0	1.038e+07
1471.0	1.037e+07
1472.0	1.032e+07
1473.0	1.021e+07
1474.0	1.019e+07
1475.0	1.022e+07
1476.0	1.026e+07
1477.0	1.021e+07
1478.0	1.021e+07
1479.0	1.035e+07
1480.0	1.029e+07
1481.0	1.025e+07
1482.0	1.023e+07
1483.0	1.014e+07
1484.0	1.028e+07
1485.0	1.030e+07
1486.0	1.017e+07
1487.0	9.748e+06
1488.0	9.398e+06
1489.0	1.013e+07
1490.0	1.018e+07
1491.0	1.014e+07
1492.0	1.013e+07
1493.0	1.019e+07
1494.0	1.021e+07
1495.0	1.003e+07
1496.0	9.886e+06
1497.0	1.001e+07
1498.0	1.002e+07
1499.0	1.002e+07
1500.0	1.008e+07
1501.0	1.002e+07
1502.0	9.508e+06
1503.0	9.369e+06
1504.0	9.238e+06
1505.0	9.231e+06
1506.0	9.668e+06
1507.0	9.813e+06
1508.0	9.661e+06
1509.0	9.799e+06
1510.0	9.886e+06
1511.0	9.850e+06
1512.0	9.668e+06
1513.0	9.646e+06
1514.0	9.653e+06
1515.0	9.704e+06
1516.0	9.617e+06
1517.0	9.668e+06
1518.0	9.675e+06
1519.0	9.653e+06
1520.0	9.602e+06
1521.0	9.471e+06
1522.0	9.464e+06
1523.0	9.551e+06
1524.0	9.479e+06
1525.0	9.500e+06
1526.0	9.573e+06
1527.0	9.573e+06
1528.0	9.544e+06
1529.0	9.275e+06
1530.0	9.209e+06
1531.0	9.464e+06
1532.0	9.428e+06
1533.0	9.333e+06
1534.0	9.253e+06
1535.0	9.355e+06
1536.0	9.398e+06
1537.0	9.311e+06
1538.0	9.216e+06
1539.0	9.151e+06
1540.0	9.071e+06
1541.0	9.173e+06
1542.0	9.195e+06
1543.0	9.253e+06
1544.0	9.267e+06
1545.0	9.282e+06
1546.0	9.224e+06
1547.0	9.027e+06
1548.0	9.020e+06
1549.0	9.056e+06
1550.0	9.013e+06
1551.0	9.100e+06
1552.0	9.115e+06
1553.0	8.954e+06
1554.0	8.903e+06
1555.0	8.903e+06
1556.0	8.903e+06
1557.0	8.998e+06
1558.0	8.954e+06
1559.0	8.903e+06
1560.0	8.969e+06
1561.0	9.027e+06
1562.0	8.954e+06
1563.0	8.860e+06
1564.0	8.911e+06
1565.0	8.889e+06
1566.0	8.794e+06
1567.0	8.794e+06
1568.0	8.721e+06
1569.0	8.736e+06
1570.0	8.816e+06
1571.0	8.889e+06
1572.0	8.831e+06
1573.0	8.787e+06
1574.0	8.496e+06
1575.0	8.408e+06
1576.0	8.328e+06
1577.0	8.139e+06
1578.0	8.569e+06
1579.0	8.707e+06
1580.0	8.751e+06
1581.0	8.620e+06
1582.0	8.423e+06
1583.0	8.488e+06
1584.0	8.532e+06
1585.0	8.598e+06
1586.0	8.525e+06
1587.0	8.379e+06
1588.0	8.059e+06
1589.0	7.804e+06
1590.0	8.008e+06
1591.0	8.190e+06
1592.0	8.488e+06
1593.0	8.561e+06
1594.0	8.590e+06
1595.0	8.445e+06
1596.0	8.212e+06
1597.0	8.467e+06
1598.0	8.510e+06
1599.0	8.416e+06
1600.0	8.336e+06
1601.0	8.241e+06
1602.0	8.299e+06
1603.0	8.328e+06
1604.0	8.270e+06
1605.0	8.263e+06
1606.0	8.168e+06
1607.0	8.241e+06
1608.0	8.277e+06
1609.0	8.030e+06
1610.0	7.862e+06
1611.0	8.008e+06
1612.0	8.081e+06
1613.0	8.132e+06
1614.0	8.110e+06
1615.0	7.921e+06
1616.0	7.797e+06
1617.0	7.979e+06
1618.0	8.088e+06
1619.0	7.986e+06
1620.0	7.760e+06
1621.0	7.870e+06
1622.0	7.993e+06
1623.0	8.103e+06
1624.0	8.037e+06
1625.0	8.001e+06
1626.0	8.030e+06
1627.0	8.081e+06
1628.0	8.081e+06
1629.0	7.986e+06
1630.0	7.957e+06
1631.0	7.964e+06
1632.0	7.921e+06
1633.0	7.790e+06
1634.0	7.833e+06
1635.0	7.877e+06
1636.0	7.710e+06
1637.0	7.578e+06
1638.0	7.396e+06
1639.0	7.426e+06
1640.0	7.447e+06
1641.0	7.404e+06
1642.0	7.484e+06
1643.0	7.520e+06
1644.0	7.462e+06
1645.0	7.520e+06
1646.0	7.593e+06
1647.0	7.593e+06
1648.0	7.535e+06
1649.0	7.506e+06
1650.0	7.528e+06
1651.0	7.513e+06
1652.0	7.549e+06
1653.0	7.549e+06
1654.0	7.528e+06
1655.0	7.542e+06
1656.0	7.578e+06
1657.0	7.564e+06
1658.0	7.528e+06
1659.0	7.506e+06
1660.0	7.564e+06
1661.0	7.564e+06
1662.0	7.506e+06
1663.0	7.469e+06
1664.0	7.447e+06
1665.0	7.382e+06
1666.0	7.360e+06
1667.0	7.316e+06
1668.0	7.244e+06
1669.0	7.346e+06
1670.0	7.375e+06
1671.0	7.234e+06
1672.0	7.086e+06
1673.0	7.217e+06
1674.0	7.210e+06
1675.0	7.069e+06
1676.0	7.083e+06
1677.0	7.137e+06
1678.0	7.079e+06
1679.0	6.944e+06
1680.0	6.699e+06
1681.0	6.635e+06
1682.0	6.813e+06
1683.0	6.965e+06
1684.0	7.042e+06
1685.0	7.046e+06
1686.0	7.032e+06
1687.0	7.032e+06
1688.0	7.022e+06
1689.0	6.951e+06
1690.0	7.029e+06
1691.0	7.069e+06
1692.0	7.075e+06
1693.0	7.062e+06
1694.0	7.046e+06
1695.0	7.029e+06
1696.0	7.005e+06
1697.0	6.995e+06
1698.0	6.988e+06
1699.0	6.934e+06
1700.0	6.877e+06
1701.0	6.864e+06
1702.0	6.820e+06
1703.0	6.806e+06
1704.0	6.877e+06
1705.0	6.826e+06
1710.0	6.668e+06
1715.0	6.709e+06
1720.0	6.594e+06
1725.0	6.507e+06
1730.0	6.433e+06
1735.0	6.106e+06
1740.0	6.221e+06
1745.0	6.251e+06
1750.0	6.204e+06
1755.0	6.200e+06
1760.0	6.113e+06
1765.0	6.049e+06
1770.0	6.002e+06
1775.0	5.918e+06
1780.0	5.840e+06
1785.0	5.810e+06
1790.0	5.793e+06
1795.0	5.726e+06
1800.0	5.662e+06
1805.0	5.615e+06
1810.0	5.568e+06
1815.0	5.329e+06
1820.0	5.234e+06
1825.0	5.383e+06
1830.0	5.359e+06
1835.0	5.305e+06
1840.0	5.234e+06
1845.0	5.151e+06
1850.0	5.160e+06
1855.0	5.116e+06
1860.0	5.049e+06
1865.0	4.979e+06
1870.0	4.898e+06
1875.0	4.538e+06
1880.0	4.793e+06
1885.0	4.817e+06
1890.0	4.743e+06
1895.0	4.639e+06
1900.0	4.672e+06
1905.0	4.649e+06
1910.0	4.598e+06
1915.0	4.568e+06
1920.0	4.514e+06
1925.0	4.490e+06
1930.0	4.386e+06
1935.0	4.383e+06
1940.0	4.282e+06
1945.0	4.050e+06
1950.0	4.194e+06
1955.0	4.265e+06
1960.0	4.211e+06
1965.0	4.140e+06
1970.0	4.123e+06
1975.0	4.053e+06
1980.0	4.009e+06
1985.0	3.982e+06
1990.0	3.979e+06
1995.0	3.912e+06
2000.0	3.901e+06
2005.0	3.861e+06
2010.0	3.851e+06
2015.0	3.817e+06
2020.0	3.750e+06
2025.0	3.730e+06
2030.0	3.673e+06
2035.0	3.639e+06
2040.0	3.622e+06
2045.0	3.625e+06
2050.0	3.582e+06
2055.0	3.545e+06
2060.0	3.491e+06
2065.0	3.464e+06
2070.0	3.443e+06
2075.0	3.441e+06
2080.0	3.387e+06
2085.0	3.357e+06
2090.0	3.324e+06
2095.0	3.275e+06
2100.0	3.280e+06
2105.0	3.260e+06
2110.0	3.222e+06
2115.0	3.194e+06
2120.0	3.154e+06
2125.0	3.125e+06
2130.0	3.123e+06
2135.0	3.085e+06
2140.0	3.077e+06
2145.0	3.050e+06
2150.0	3.032e+06
2155.0	3.003e+06
2160.0	2.955e+06
2165.0	2.784e+06
2170.0	2.864e+06
2175.0	2.882e+06
2180.0	2.858e+06
2185.0	2.847e+06
2190.0	2.814e+06
2195.0	2.806e+06
2200.0	2.780e+06
2205.0	2.716e+06
2210.0	2.709e+06
2215.0	2.699e+06
2220.0	2.683e+06
2225.0	2.648e+06
2230.0	2.635e+06
2235.0	2.613e+06
2240.0	2.577e+06
2245.0	2.564e+06
2250.0	2.539e+06
2255.0	2.510e+06
2260.0	2.496e+06
2265.0	2.473e+06
2270.0	2.464e+06
2275.0	2.445e+06
2280.0	2.404e+06
2285.0	2.391e+06
2290.0	2.378e+06
2295.0	2.326e+06
2300.0	2.329e+06
2305.0	2.322e+06
2310.0	2.303e+06
2315.0	2.276e+06
2320.0	2.246e+06
2325.0	2.199e+06
2330.0	2.209e+06
2335.0	2.191e+06
2340.0	2.184e+06
2345.0	2.175e+06
2350.0	2.138e+06
2355.0	2.094e+06
2360.0	2.102e+06
2365.0	2.097e+06
2370.0	2.073e+06
2375.0	2.049e+06
2380.0	2.038e+06
2385.0	1.971e+06
2390.0	1.988e+06
2395.0	1.981e+06
2400.0	1.969e+06
2405.0	1.957e+06
2410.0	1.942e+06
2415.0	1.884e+06
2420.0	1.893e+06
2425.0	1.886e+06
2430.0	1.878e+06
2435.0	1.856e+06
2440.0	1.852e+06
2445.0	1.827e+06
2450.0	1.797e+06
2455.0	1.783e+06
2460.0	1.788e+06
2465.0	1.784e+06
2470.0	1.756e+06
2475.0	1.753e+06
2480.0	1.717e+06
2485.0	1.705e+06
2490.0	1.709e+06
2495.0	1.700e+06
2500.0	1.695e+06
2505.0	1.682e+06
2510.0	1.655e+06
2515.0	1.647e+06
2520.0	1.643e+06
2525.0	1.634e+06
2530.0	1.624e+06
2535.0	1.609e+06
2540.0	1.582e+06
2545.0	1.577e+06
2550.0	1.567e+06
2555.0	1.555e+06
2560.0	1.544e+06
2565.0	1.534e+06
2570.0	1.527e+06
2575.0	1.524e+06
2580.0	1.506e+06
2585.0	1.469e+06
2590.0	1.483e+06
2595.0	1.473e+06
2600.0	1.465e+06
2605.0	1.459e+06
2610.0	1.447e+06
2615.0	1.433e+06
2620.0	1.406e+06
2625.0	1.341e+06
2630.0	1.380e+06
2635.0	1.394e+06
2640.0	1.366e+06
2645.0	1.370e+06
2650.0	1.365e+06
2655.0	1.348e+06
2660.0	1.345e+06
2665.0	1.318e+06
2670.0	1.327e+06
2675.0	1.315e+06
2680.0	1.313e+06
2685.0	1.307e+06
2690.0	1.297e+06
2695.0	1.287e+06
2700.0	1.281e+06
2705.0	1.271e+06
2710.0	1.261e+06
2715.0	1.254e+06
2720.0	1.246e+06
2725.0	1.235e+06
2730.0	1.229e+06
2735.0	1.222e+06
2740.0	1.211e+06
2745.0	1.206e+06
2750.0	1.196e+06
2755.0	1.179e+06
2760.0	1.165e+06
2765.0	1.166e+06
2770.0	1.163e+06
2775.0	1.153e+06
2780.0	1.147e+06
2785.0	1.140e+06
2790.0	1.136e+06
2795.0	1.128e+06
2800.0	1.119e+06
2805.0	1.112e+06
2810.0	1.107e+06
2815.0	1.099e+06
2820.0	1.091e+06
2825.0	1.083e+06
2830.0	1.077e+06
2835.0	1.071e+06
2840.0	1.060e+06
2845.0	1.055e+06
2850.0	1.047e+06
2855.0	1.041e+06
2860.0	1.034e+06
2865.0	1.026e+06
2870.0	1.008e+06
2875.0	1.002e+06
2880.0	1.006e+06
2885.0	1.001e+06
2890.0	9.937e+05
2895.0	9.886e+05
2900.0	9.821e+05
2905.0	9.755e+05
2910.0	9.704e+05
2915.0	9.631e+05
2920.0	9.573e+05
2925.0	9.471e+05
2930.0	9.435e+05
2935.0	9.391e+05
2940.0	9.326e+05
2945.0	9.246e+05
2950.0	9.202e+05
2955.0	9.151e+05
2960.0	9.100e+05
2965.0	9.049e+05
2970.0	8.991e+05
2975.0	8.940e+05
2980.0	8.867e+05
2985.0	8.816e+05
2990.0	8.758e+05
2995.0	8.685e+05
3000.0	8.620e+05
3005.0	8.598e+05
3010.0	8.547e+05
3015.0	8.488e+05
3020.0	8.430e+05
3025.0	8.379e+05
3030.0	8.314e+05
3035.0	8.190e+05
3040.0	8.052e+05
3045.0	8.132e+05
3050.0	8.124e+05
3055.0	8.066e+05
3060.0	8.023e+05
3065.0	7.950e+05
3070.0	7.913e+05
3075.0	7.884e+05
3080.0	7.826e+05
3085.0	7.760e+05
3090.0	7.731e+05
3095.0	7.680e+05
3100.0	7.629e+05
3105.0	7.600e+05
3110.0	7.542e+05
3115.0	7.411e+05
3120.0	7.433e+05
3125.0	7.411e+05
3130.0	7.367e+05
3135.0	7.331e+05
3140.0	7.280e+05
3145.0	7.237e+05
3150.0	7.153e+05
3155.0	7.133e+05
3160.0	7.110e+05
3165.0	7.052e+05
3170.0	6.998e+05
3175.0	6.985e+05
3180.0	6.928e+05
3185.0	6.897e+05
3190.0	6.864e+05
3195.0	6.824e+05
3200.0	6.759e+05
3205.0	6.735e+05
3210.0	6.702e+05
3215.0	6.648e+05
3220.0	6.621e+05
3225.0	6.577e+05
3230.0	6.540e+05
3235.0	6.493e+05
3240.0	6.449e+05
3245.0	6.409e+05
3250.0	6.395e+05
3255.0	6.349e+05
3260.0	6.308e+05
3265.0	6.271e+05
3270.0	6.241e+05
3275.0	6.197e+05
3280.0	6.150e+05
3285.0	6.113e+05
3290.0	6.059e+05
3295.0	5.935e+05
3300.0	5.924e+05
3305.0	5.972e+05
3310.0	5.951e+05
3315.0	5.894e+05
3320.0	5.793e+05
3325.0	5.831e+05
3330.0	5.820e+05
3335.0	5.783e+05
3340.0	5.742e+05
3345.0	5.723e+05
3350.0	5.682e+05
3355.0	5.651e+05
3360.0	5.628e+05
3365.0	5.581e+05
3370.0	5.534e+05
3375.0	5.520e+05
3380.0	5.491e+05
3385.0	5.464e+05
3390.0	5.443e+05
3395.0	5.373e+05
3400.0	5.302e+05
3405.0	5.325e+05
3410.0	5.302e+05
3415.0	5.255e+05
3420.0	5.248e+05
3425.0	5.218e+05
3430.0	5.187e+05
3435.0	5.174e+05
3440.0	5.147e+05
3445.0	5.116e+05
3450.0	5.089e+05
3455.0	5.060e+05
3460.0	5.036e+05
3465.0	5.006e+05
3470.0	4.969e+05
3475.0	4.942e+05
3480.0	4.921e+05
3485.0	4.894e+05
3490.0	4.867e+05
3495.0	4.838e+05
3500.0	4.817e+05
3505.0	4.793e+05
3510.0	4.766e+05
3515.0	4.736e+05
3520.0	4.709e+05
3525.0	4.685e+05
3530.0	4.662e+05
3535.0	4.625e+05
3540.0	4.602e+05
3545.0	4.591e+05
3550.0	4.565e+05
3555.0	4.524e+05
3560.0	4.498e+05
3565.0	4.487e+05
3570.0	4.457e+05
3575.0	4.436e+05
3580.0	4.407e+05
3585.0	4.386e+05
3590.0	4.369e+05
3595.0	4.343e+05
3600.0	4.318e+05
3605.0	4.305e+05
3610.0	4.282e+05
3615.0	4.262e+05
3620.0	4.241e+05
3625.0	4.214e+05
3630.0	4.191e+05
3635.0	4.171e+05
3640.0	4.144e+05
3645.0	4.113e+05
3650.0	4.086e+05
3655.0	4.053e+05
3660.0	4.043e+05
3665.0	4.032e+05
3670.0	4.005e+05
3675.0	3.979e+05
3680.0	3.928e+05
3685.0	3.925e+05
3690.0	3.925e+05
3695.0	3.868e+05
3700.0	3.814e+05
3705.0	3.824e+05
3710.0	3.810e+05
3715.0	3.804e+05
3720.0	3.800e+05
3725.0	3.787e+05
3730.0	3.767e+05
3735.0	3.706e+05
3740.0	3.619e+05
3745.0	3.612e+05
3750.0	3.646e+05
3755.0	3.639e+05
3760.0	3.636e+05
3765.0	3.629e+05
3770.0	3.612e+05
3775.0	3.578e+05
3780.0	3.565e+05
3785.0	3.555e+05
3790.0	3.528e+05
3795.0	3.511e+05
3800.0	3.497e+05
3805.0	3.484e+05
3810.0	3.464e+05
3815.0	3.447e+05
3820.0	3.437e+05
3825.0	3.430e+05
3830.0	3.410e+05
3835.0	3.383e+05
3840.0	3.373e+05
3845.0	3.363e+05
3850.0	3.347e+05
3855.0	3.327e+05
3860.0	3.301e+05
3865.0	3.278e+05
3870.0	3.266e+05
3875.0	3.259e+05
3880.0	3.242e+05
3885.0	3.213e+05
3890.0	3.207e+05
3895.0	3.189e+05
3900.0	3.173e+05
3905.0	3.164e+05
3910.0	3.150e+05
3915.0	3.135e+05
3920.0	3.118e+05
3925.0	3.106e+05
3930.0	3.088e+05
3935.0	3.070e+05
3940.0	3.061e+05
3945.0	3.039e+05
3950.0	3.013e+05
3955.0	2.994e+05
3960.0	2.986e+05
3965.0	2.980e+05
3970.0	2.967e+05
3975.0	2.950e+05
3980.0	2.934e+05
3985.0	2.909e+05
3990.0	2.891e+05
3995.0	2.873e+05
4000.0	2.794e+05
4020.0	2.685e+05
4040.0	2.631e+05
4060.0	2.578e+05
4080.0	2.527e+05
4100.0	2.477e+05
4120.0	2.428e+05
4140.0	2.381e+05
4160.0	2.334e+05
4180.0	2.288e+05
4200.0	2.244e+05
4220.0	2.201e+05
4240.0	2.159e+05
4260.0	2.117e+05
4280.0	2.077e+05
4300.0	2.038e+05
4320.0	2.000e+05
4340.0	1.962e+05
4360.0	1.926e+05
4380.0	1.890e+05
4400.0	1.855e+05
4420.0	1.821e+05
4440.0	1.788e+05
4460.0	1.755e+05
4480.0	1.723e+05
4500.0	1.692e+05
4520.0	1.661e+05
4540.0	1.631e+05
4560.0	1.602e+05
4580.0	1.575e+05
4600.0	1.546e+05
4620.0	1.519e+05
4640.0	1.492e+05
4660.0	1.466e+05
4680.0	1.441e+05
4700.0	1.416e+05
4720.0	1.392e+05
4740.0	1.368e+05
4760.0	1.345e+05
4780.0	1.321e+05
4800.0	1.299e+05
4820.0	1.277e+05
4840.0	1.256e+05
4860.0	1.235e+05
4880.0	1.214e+05
4900.0	1.194e+05
4920.0	1.174e+05
4940.0	1.155e+05
4960.0	1.136e+05
4980.0	1.117e+05
5000.0	1.099e+05
5050.0	1.076e+05
5100.0	1.036e+05
5150.0	9.981e+04
5200.0	9.610e+04
5250.0	9.260e+04
5300.0	8.925e+04
5350.0	8.612e+04
5400.0	8.306e+04
5450.0	8.008e+04
5500.0	7.739e+04
5550.0	7.469e+04
5600.0	7.214e+04
5650.0	6.971e+04
5700.0	6.735e+04
5750.0	6.513e+04
5800.0	6.298e+04
5850.0	6.093e+04
5900.0	5.894e+04
5950.0	5.705e+04
6000.0	5.524e+04
6050.0	5.349e+04
6100.0	5.180e+04
6150.0	5.019e+04
6200.0	4.864e+04
6250.0	4.716e+04
6300.0	4.571e+04
6350.0	4.436e+04
6400.0	4.302e+04
6450.0	4.177e+04
6500.0	4.053e+04
6550.0	3.932e+04
6600.0	3.817e+04
6650.0	3.710e+04
6700.0	3.602e+04
6750.0	3.501e+04
6800.0	3.403e+04
6850.0	3.307e+04
6900.0	3.216e+04
6950.0	3.127e+04
7000.0	3.042e+04
7050.0	2.959e+04
7100.0	2.879e+04
7150.0	2.802e+04
7200.0	2.727e+04
7250.0	2.655e+04
7300.0	2.586e+04
7350.0	2.518e+04
7400.0	2.453e+04
7450.0	2.390e+04
7500.0	2.329e+04
7550.0	2.270e+04
7600.0	2.212e+04
7650.0	2.157e+04
7700.0	2.103e+04
7750.0	2.052e+04
7800.0	2.001e+04
7850.0	1.952e+04
7900.0	1.904e+04
7950.0	1.859e+04
8000.0	1.814e+04
8050.0	1.771e+04
8100.0	1.729e+04
8150.0	1.688e+04
8200.0	1.649e+04
8250.0	1.610e+04
8300.0	1.573e+04
8350.0	1.537e+04
8400.0	1.502e+04
8450.0	1.468e+04
8500.0	1.435e+04
8550.0	1.402e+04
8600.0	1.371e+04
8650.0	1.341e+04
8700.0	1.311e+04
8750.0	1.282e+04
8800.0	1.254e+04
8850.0	1.227e+04
8900.0	1.200e+04
8950.0	1.175e+04
9000.0	1.150e+04
9050.0	1.125e+04
9100.0	1.101e+04
9150.0	1.079e+04
9200.0	1.056e+04
