# WL(nm)	 Flux(ergs/cm**2/s/nm)
162.5	9.355e+03
163.5	1.026e+04
164.5	1.142e+04
165.5	1.782e+04
166.5	1.244e+04
167.5	1.468e+04
168.5	1.634e+04
169.5	2.140e+04
170.5	2.474e+04
171.5	2.483e+04
172.5	2.680e+04
173.5	2.691e+04
174.5	3.304e+04
175.5	4.070e+04
176.5	4.409e+04
177.5	5.319e+04
178.5	5.931e+04
179.5	5.800e+04
180.5	6.938e+04
181.5	8.350e+04
182.5	7.782e+04
183.5	8.321e+04
184.5	7.116e+04
185.5	8.139e+04
186.5	9.318e+04
187.5	1.081e+05
188.5	1.145e+05
189.5	1.291e+05
190.5	1.336e+05
191.5	1.468e+05
192.5	1.570e+05
193.5	1.189e+05
194.5	1.987e+05
195.5	1.937e+05
196.5	2.192e+05
197.5	2.223e+05
198.5	2.242e+05
199.5	2.434e+05
200.5	2.670e+05
201.5	2.971e+05
202.5	2.951e+05
203.5	3.400e+05
204.5	3.767e+05
205.5	3.901e+05
206.5	4.005e+05
207.5	4.672e+05
208.5	5.268e+05
209.5	7.571e+05
210.5	1.016e+06
211.5	1.240e+06
212.5	1.125e+06
213.5	1.074e+06
214.5	1.510e+06
215.5	1.233e+06
216.5	1.157e+06
217.5	1.142e+06
218.5	1.655e+06
219.5	1.704e+06
220.5	1.747e+06
221.5	1.213e+06
222.5	1.771e+06
223.5	2.330e+06
224.5	2.080e+06
225.5	1.832e+06
226.5	1.344e+06
227.5	1.291e+06
228.5	1.913e+06
229.5	1.648e+06
230.5	1.989e+06
231.5	1.653e+06
232.5	1.856e+06
233.5	1.537e+06
234.5	1.230e+06
235.5	2.000e+06
236.5	1.571e+06
237.5	1.903e+06
238.5	1.289e+06
239.5	1.562e+06
240.5	1.420e+06
241.5	1.707e+06
242.5	2.595e+06
243.5	2.298e+06
244.5	2.226e+06
245.5	1.715e+06
246.5	1.728e+06
247.5	2.013e+06
248.5	1.544e+06
249.5	1.984e+06
250.5	2.097e+06
251.5	1.578e+06
252.5	1.385e+06
253.5	1.810e+06
254.5	1.970e+06
255.5	2.846e+06
256.5	3.433e+06
257.5	4.289e+06
258.5	4.561e+06
259.5	3.756e+06
260.5	3.035e+06
261.5	2.991e+06
262.5	3.767e+06
263.5	5.491e+06
264.5	9.231e+06
265.5	9.297e+06
266.5	8.809e+06
267.5	9.093e+06
268.5	8.831e+06
269.5	8.146e+06
270.5	1.002e+07
271.5	8.248e+06
272.5	6.584e+06
273.5	7.571e+06
274.5	4.258e+06
275.5	6.227e+06
276.5	9.020e+06
277.5	8.838e+06
278.5	5.753e+06
279.5	2.632e+06
280.0	2.641e+06
280.5	3.443e+06
281.0	5.777e+06
281.5	8.110e+06
282.0	9.813e+06
282.5	1.058e+07
283.0	1.155e+07
283.5	1.085e+07
284.0	1.081e+07
284.5	8.459e+06
285.0	3.989e+06
285.5	4.635e+06
286.0	1.012e+07
286.5	1.206e+07
287.0	1.272e+07
287.5	1.273e+07
288.0	8.430e+06
288.5	1.208e+07
289.0	1.414e+07
289.5	1.653e+07
290.0	2.079e+07
290.5	2.175e+07
291.0	2.052e+07
291.5	2.027e+07
292.0	1.928e+07
292.5	1.671e+07
293.0	1.910e+07
293.5	1.939e+07
294.0	1.696e+07
294.5	1.829e+07
295.0	1.737e+07
295.5	1.960e+07
296.0	2.090e+07
296.5	1.658e+07
297.0	1.428e+07
297.5	2.011e+07
298.0	1.878e+07
298.5	1.275e+07
299.0	1.942e+07
299.5	1.755e+07
300.0	1.402e+07
300.5	1.478e+07
301.0	1.663e+07
301.5	1.782e+07
302.0	1.260e+07
302.5	1.830e+07
303.0	2.278e+07
303.5	2.318e+07
304.0	1.942e+07
304.5	2.182e+07
305.0	2.265e+07
305.5	2.062e+07
306.0	1.825e+07
306.5	1.971e+07
307.0	2.169e+07
307.5	2.193e+07
308.0	2.209e+07
308.5	2.290e+07
309.0	1.891e+07
309.5	1.728e+07
310.0	1.564e+07
310.5	2.405e+07
311.0	2.772e+07
311.5	2.573e+07
312.0	2.160e+07
312.5	2.345e+07
313.0	2.394e+07
313.5	2.441e+07
314.0	2.670e+07
314.5	1.995e+07
315.0	2.537e+07
315.5	2.289e+07
316.0	1.744e+07
316.5	2.231e+07
317.0	2.769e+07
317.5	2.962e+07
318.0	2.134e+07
318.5	2.295e+07
319.0	2.535e+07
319.5	2.299e+07
320.0	2.815e+07
320.5	3.055e+07
321.0	2.407e+07
321.5	2.272e+07
322.0	2.742e+07
322.5	2.361e+07
323.0	2.154e+07
323.5	2.299e+07
324.0	2.630e+07
324.5	2.782e+07
325.0	2.639e+07
325.5	3.168e+07
326.0	3.541e+07
326.5	3.355e+07
327.0	3.396e+07
327.5	3.352e+07
328.0	3.208e+07
328.5	3.074e+07
329.0	3.447e+07
329.5	3.834e+07
330.0	3.912e+07
330.5	3.274e+07
331.0	3.383e+07
331.5	3.304e+07
332.0	3.387e+07
332.5	3.272e+07
333.0	3.296e+07
333.5	3.085e+07
334.0	3.170e+07
334.5	3.501e+07
335.0	3.210e+07
335.5	3.609e+07
336.0	2.490e+07
336.5	3.046e+07
337.0	2.533e+07
337.5	3.162e+07
338.0	2.984e+07
338.5	3.334e+07
339.0	3.301e+07
339.5	3.157e+07
340.0	3.814e+07
340.5	3.420e+07
341.0	3.245e+07
341.5	2.989e+07
342.0	3.568e+07
342.5	3.334e+07
343.0	3.649e+07
343.5	3.423e+07
344.0	2.580e+07
344.5	2.530e+07
345.0	3.360e+07
345.5	3.427e+07
346.0	2.908e+07
346.5	3.288e+07
347.0	3.514e+07
347.5	2.833e+07
348.0	3.231e+07
348.5	3.229e+07
349.0	2.988e+07
349.5	2.949e+07
350.0	3.639e+07
350.5	3.831e+07
351.0	3.414e+07
351.5	3.301e+07
352.0	3.545e+07
352.5	2.763e+07
353.0	3.474e+07
353.5	3.710e+07
354.0	3.847e+07
354.5	3.898e+07
355.0	3.878e+07
355.5	3.494e+07
356.0	3.649e+07
356.5	3.112e+07
357.0	2.570e+07
357.5	3.144e+07
358.0	2.488e+07
358.5	2.124e+07
359.0	2.967e+07
359.5	3.777e+07
360.0	3.999e+07
360.5	3.192e+07
361.0	2.904e+07
361.5	3.331e+07
362.0	2.870e+07
362.5	3.959e+07
363.0	3.545e+07
363.5	3.256e+07
364.0	3.972e+07
364.5	3.390e+07
365.0	3.447e+07
365.5	4.318e+07
366.0	4.565e+07
366.5	4.278e+07
367.0	4.161e+07
367.5	4.312e+07
368.0	3.767e+07
368.5	3.794e+07
369.0	4.090e+07
369.5	4.353e+07
370.0	4.632e+07
370.5	3.588e+07
371.0	3.827e+07
371.5	4.784e+07
372.0	3.172e+07
372.5	3.797e+07
373.0	3.854e+07
373.5	2.503e+07
374.0	3.632e+07
374.5	3.002e+07
375.0	2.915e+07
375.5	4.349e+07
376.0	3.602e+07
376.5	3.730e+07
377.0	3.942e+07
377.5	4.605e+07
378.0	4.989e+07
378.5	4.712e+07
379.0	3.888e+07
379.5	3.551e+07
380.0	3.690e+07
380.5	4.460e+07
381.0	4.460e+07
381.5	3.528e+07
382.0	3.127e+07
382.5	2.659e+07
383.0	2.457e+07
383.5	2.363e+07
384.0	2.603e+07
384.5	3.824e+07
385.0	3.787e+07
385.5	3.521e+07
386.0	3.012e+07
386.5	3.949e+07
387.0	3.279e+07
387.5	3.679e+07
388.0	3.393e+07
388.5	3.349e+07
389.0	3.612e+07
389.5	4.369e+07
390.0	4.380e+07
390.5	4.026e+07
391.0	4.733e+07
391.5	4.824e+07
392.0	4.059e+07
392.5	3.629e+07
393.0	2.016e+07
393.5	1.463e+07
394.0	2.975e+07
394.5	3.777e+07
395.0	4.605e+07
395.5	4.676e+07
396.0	4.050e+07
396.5	2.363e+07
397.0	1.771e+07
397.5	3.599e+07
398.0	5.039e+07
398.5	5.204e+07
399.0	5.622e+07
399.5	5.598e+07
400.0	5.813e+07
401.0	5.955e+07
402.0	6.264e+07
403.0	5.935e+07
404.0	5.833e+07
405.0	5.823e+07
406.0	5.713e+07
407.0	5.605e+07
408.0	5.820e+07
409.0	6.217e+07
410.0	5.419e+07
411.0	5.857e+07
412.0	6.271e+07
413.0	6.113e+07
414.0	6.173e+07
415.0	6.173e+07
416.0	6.264e+07
417.0	6.103e+07
418.0	5.982e+07
419.0	6.049e+07
420.0	6.015e+07
421.0	6.281e+07
422.0	5.962e+07
423.0	5.813e+07
424.0	6.144e+07
425.0	6.120e+07
426.0	5.941e+07
427.0	5.823e+07
428.0	5.669e+07
429.0	5.352e+07
430.0	4.676e+07
431.0	4.635e+07
432.0	5.968e+07
433.0	5.992e+07
434.0	5.561e+07
435.0	5.807e+07
436.0	6.524e+07
437.0	6.416e+07
438.0	5.831e+07
439.0	6.042e+07
440.0	6.221e+07
441.0	6.430e+07
442.0	6.887e+07
443.0	6.716e+07
444.0	6.847e+07
445.0	6.702e+07
446.0	6.376e+07
447.0	6.874e+07
448.0	6.992e+07
449.0	6.992e+07
450.0	7.173e+07
451.0	7.433e+07
452.0	7.153e+07
453.0	6.719e+07
454.0	6.998e+07
455.0	7.039e+07
456.0	7.197e+07
457.0	7.309e+07
458.0	7.069e+07
459.0	7.022e+07
460.0	7.042e+07
461.0	7.197e+07
462.0	7.237e+07
463.0	7.190e+07
464.0	7.052e+07
465.0	6.944e+07
466.0	6.998e+07
467.0	6.877e+07
468.0	6.955e+07
469.0	6.988e+07
470.0	6.766e+07
471.0	6.753e+07
472.0	7.116e+07
473.0	7.025e+07
474.0	7.048e+07
475.0	7.123e+07
476.0	6.928e+07
477.0	6.958e+07
478.0	7.139e+07
479.0	7.079e+07
480.0	7.075e+07
481.0	7.187e+07
482.0	7.204e+07
483.0	7.096e+07
484.0	6.941e+07
485.0	6.604e+07
486.0	5.763e+07
487.0	6.029e+07
488.0	6.615e+07
489.0	6.642e+07
490.0	6.975e+07
491.0	6.843e+07
492.0	6.460e+07
493.0	6.668e+07
494.0	6.733e+07
495.0	6.786e+07
496.0	6.826e+07
497.0	6.931e+07
498.0	6.604e+07
499.0	6.692e+07
500.0	6.503e+07
501.0	6.393e+07
502.0	6.322e+07
503.0	6.601e+07
504.0	6.507e+07
505.0	6.675e+07
506.0	6.894e+07
507.0	6.557e+07
508.0	6.332e+07
509.0	6.493e+07
510.0	6.446e+07
511.0	6.604e+07
512.0	6.668e+07
513.0	6.308e+07
514.0	6.258e+07
515.0	6.194e+07
516.0	6.180e+07
517.0	5.487e+07
518.0	5.769e+07
519.0	6.053e+07
520.0	6.275e+07
521.0	6.335e+07
522.0	6.345e+07
523.0	6.234e+07
524.0	6.466e+07
525.0	6.557e+07
526.0	6.268e+07
527.0	5.918e+07
528.0	6.268e+07
529.0	6.615e+07
530.0	6.524e+07
531.0	6.625e+07
532.0	6.399e+07
533.0	6.211e+07
534.0	6.389e+07
535.0	6.520e+07
536.0	6.574e+07
537.0	6.308e+07
538.0	6.416e+07
539.0	6.362e+07
540.0	6.103e+07
541.0	6.163e+07
542.0	6.366e+07
543.0	6.281e+07
544.0	6.406e+07
545.0	6.382e+07
546.0	6.426e+07
547.0	6.409e+07
548.0	6.325e+07
549.0	6.339e+07
550.0	6.412e+07
551.0	6.332e+07
552.0	6.376e+07
553.0	6.264e+07
554.0	6.416e+07
555.0	6.433e+07
556.0	6.352e+07
557.0	6.160e+07
558.0	6.123e+07
559.0	6.019e+07
560.0	6.099e+07
561.0	6.187e+07
562.0	6.153e+07
563.0	6.335e+07
564.0	6.173e+07
565.0	6.130e+07
566.0	6.049e+07
567.0	6.177e+07
568.0	6.157e+07
569.0	6.082e+07
570.0	6.069e+07
571.0	6.012e+07
572.0	6.204e+07
573.0	6.278e+07
574.0	6.268e+07
575.0	6.167e+07
576.0	6.109e+07
577.0	6.171e+07
578.0	6.059e+07
579.0	6.053e+07
580.0	6.120e+07
581.0	6.117e+07
582.0	6.200e+07
583.0	6.190e+07
584.0	6.227e+07
585.0	6.066e+07
586.0	5.941e+07
587.0	6.093e+07
588.0	6.036e+07
589.0	5.541e+07
590.0	5.777e+07
591.0	5.999e+07
592.0	5.992e+07
593.0	6.005e+07
594.0	5.995e+07
595.0	5.898e+07
596.0	5.989e+07
597.0	5.948e+07
598.0	5.894e+07
599.0	5.877e+07
600.0	5.847e+07
601.0	5.773e+07
602.0	5.729e+07
603.0	5.813e+07
604.0	5.904e+07
605.0	5.867e+07
606.0	5.831e+07
607.0	5.874e+07
608.0	5.796e+07
609.0	5.796e+07
610.0	5.742e+07
611.0	5.766e+07
612.0	5.742e+07
613.0	5.665e+07
614.0	5.578e+07
615.0	5.689e+07
616.0	5.493e+07
617.0	5.477e+07
618.0	5.682e+07
619.0	5.622e+07
620.0	5.659e+07
621.0	5.675e+07
622.0	5.622e+07
623.0	5.547e+07
624.0	5.443e+07
625.0	5.429e+07
626.0	5.514e+07
627.0	5.605e+07
628.0	5.598e+07
629.0	5.598e+07
630.0	5.480e+07
631.0	5.483e+07
632.0	5.400e+07
633.0	5.514e+07
634.0	5.423e+07
635.0	5.491e+07
636.0	5.396e+07
637.0	5.470e+07
638.0	5.497e+07
639.0	5.423e+07
640.0	5.356e+07
641.0	5.342e+07
642.0	5.305e+07
643.0	5.376e+07
644.0	5.346e+07
645.0	5.362e+07
646.0	5.282e+07
647.0	5.309e+07
648.0	5.356e+07
649.0	5.251e+07
650.0	5.147e+07
651.0	5.338e+07
652.0	5.278e+07
653.0	5.271e+07
654.0	5.194e+07
655.0	5.079e+07
656.0	4.447e+07
657.0	4.565e+07
658.0	5.079e+07
659.0	5.093e+07
660.0	5.106e+07
661.0	5.140e+07
662.0	5.174e+07
663.0	5.063e+07
664.0	5.089e+07
665.0	5.070e+07
666.0	5.063e+07
667.0	5.046e+07
668.0	5.036e+07
669.0	5.106e+07
670.0	5.079e+07
671.0	5.073e+07
672.0	5.025e+07
673.0	5.097e+07
674.0	5.073e+07
675.0	5.022e+07
676.0	5.052e+07
677.0	4.998e+07
678.0	5.009e+07
679.0	4.925e+07
680.0	4.962e+07
681.0	4.928e+07
682.0	4.921e+07
683.0	4.911e+07
684.0	4.888e+07
685.0	4.925e+07
686.0	4.901e+07
687.0	4.962e+07
688.0	4.905e+07
689.0	4.894e+07
690.0	4.861e+07
691.0	4.824e+07
692.0	4.780e+07
693.0	4.787e+07
694.0	4.800e+07
695.0	4.800e+07
696.0	4.840e+07
697.0	4.820e+07
698.0	4.753e+07
699.0	4.817e+07
700.0	4.757e+07
701.0	4.747e+07
702.0	4.720e+07
703.0	4.739e+07
704.0	4.787e+07
705.0	4.793e+07
706.0	4.747e+07
707.0	4.736e+07
708.0	4.747e+07
709.0	4.699e+07
710.0	4.723e+07
711.0	4.699e+07
712.0	4.662e+07
713.0	4.635e+07
714.0	4.652e+07
715.0	4.565e+07
716.0	4.588e+07
717.0	4.652e+07
718.0	4.578e+07
719.0	4.494e+07
720.0	4.581e+07
721.0	4.531e+07
722.0	4.527e+07
723.0	4.568e+07
724.0	4.531e+07
725.0	4.500e+07
726.0	4.507e+07
727.0	4.538e+07
728.0	4.457e+07
729.0	4.366e+07
730.0	4.474e+07
731.0	4.440e+07
732.0	4.450e+07
733.0	4.436e+07
734.0	4.484e+07
735.0	4.420e+07
736.0	4.399e+07
737.0	4.434e+07
738.0	4.359e+07
739.0	4.285e+07
740.0	4.349e+07
741.0	4.278e+07
742.0	4.258e+07
743.0	4.359e+07
744.0	4.332e+07
745.0	4.322e+07
746.0	4.343e+07
747.0	4.349e+07
748.0	4.339e+07
749.0	4.289e+07
750.0	4.285e+07
751.0	4.241e+07
752.0	4.258e+07
753.0	4.278e+07
754.0	4.289e+07
755.0	4.265e+07
756.0	4.262e+07
757.0	4.268e+07
758.0	4.218e+07
759.0	4.204e+07
760.0	4.204e+07
761.0	4.191e+07
762.0	4.117e+07
763.0	4.194e+07
764.0	4.171e+07
765.0	4.127e+07
766.0	3.959e+07
767.0	4.094e+07
768.0	4.110e+07
769.0	4.070e+07
770.0	4.070e+07
771.0	4.043e+07
772.0	4.032e+07
773.0	4.056e+07
774.0	4.032e+07
775.0	3.999e+07
776.0	4.046e+07
777.0	3.992e+07
778.0	3.969e+07
779.0	3.972e+07
780.0	3.949e+07
781.0	3.952e+07
782.0	3.976e+07
783.0	3.905e+07
784.0	3.922e+07
785.0	3.898e+07
786.0	3.945e+07
787.0	3.928e+07
788.0	3.908e+07
789.0	3.928e+07
790.0	3.922e+07
791.0	3.868e+07
792.0	3.831e+07
793.0	3.781e+07
794.0	3.737e+07
795.0	3.824e+07
796.0	3.837e+07
797.0	3.834e+07
798.0	3.831e+07
799.0	3.834e+07
800.0	3.800e+07
801.0	3.810e+07
802.0	3.794e+07
803.0	3.777e+07
804.0	3.770e+07
805.0	3.723e+07
806.0	3.773e+07
807.0	3.743e+07
808.0	3.737e+07
809.0	3.706e+07
810.0	3.716e+07
811.0	3.754e+07
812.0	3.756e+07
813.0	3.764e+07
814.0	3.740e+07
815.0	3.719e+07
816.0	3.713e+07
817.0	3.700e+07
818.0	3.625e+07
819.0	3.605e+07
820.0	3.582e+07
821.0	3.578e+07
822.0	3.585e+07
823.0	3.622e+07
824.0	3.612e+07
825.0	3.602e+07
826.0	3.629e+07
827.0	3.622e+07
828.0	3.602e+07
829.0	3.578e+07
830.0	3.568e+07
831.0	3.548e+07
832.0	3.558e+07
833.0	3.447e+07
834.0	3.464e+07
835.0	3.518e+07
836.0	3.534e+07
837.0	3.518e+07
838.0	3.464e+07
839.0	3.454e+07
840.0	3.511e+07
841.0	3.491e+07
842.0	3.460e+07
843.0	3.420e+07
844.0	3.396e+07
845.0	3.477e+07
846.0	3.457e+07
847.0	3.379e+07
848.0	3.376e+07
849.0	3.282e+07
850.0	3.141e+07
851.0	3.346e+07
852.0	3.314e+07
853.0	3.173e+07
854.0	2.753e+07
855.0	3.006e+07
856.0	3.293e+07
857.0	3.354e+07
858.0	3.334e+07
859.0	3.331e+07
860.0	3.331e+07
861.0	3.315e+07
862.0	3.364e+07
863.0	3.443e+07
864.0	3.271e+07
865.0	3.240e+07
866.0	2.913e+07
867.0	3.040e+07
868.0	3.308e+07
869.0	3.239e+07
870.0	3.331e+07
871.0	3.285e+07
872.0	3.273e+07
873.0	3.267e+07
874.0	3.227e+07
875.0	3.162e+07
876.0	3.197e+07
877.0	3.227e+07
878.0	3.266e+07
879.0	3.215e+07
880.0	3.146e+07
881.0	3.107e+07
882.0	3.176e+07
883.0	3.181e+07
884.0	3.168e+07
885.0	3.191e+07
886.0	3.072e+07
887.0	3.083e+07
888.0	3.150e+07
889.0	3.151e+07
890.0	3.160e+07
891.0	3.136e+07
892.0	3.086e+07
893.0	3.067e+07
894.0	3.074e+07
895.0	3.063e+07
896.0	3.108e+07
897.0	3.061e+07
898.0	3.074e+07
899.0	3.065e+07
900.0	2.994e+07
901.0	2.892e+07
902.0	2.921e+07
903.0	3.032e+07
904.0	3.063e+07
905.0	3.054e+07
906.0	2.983e+07
907.0	3.007e+07
908.0	2.954e+07
909.0	2.895e+07
910.0	2.951e+07
911.0	2.936e+07
912.0	2.940e+07
913.0	3.004e+07
914.0	2.969e+07
915.0	2.945e+07
916.0	2.957e+07
917.0	2.916e+07
918.0	2.929e+07
919.0	2.940e+07
920.0	2.904e+07
921.0	2.831e+07
922.0	2.820e+07
923.0	2.743e+07
924.0	2.830e+07
925.0	2.829e+07
926.0	2.793e+07
927.0	2.882e+07
928.0	2.887e+07
929.0	2.848e+07
930.0	2.863e+07
931.0	2.863e+07
932.0	2.848e+07
933.0	2.859e+07
934.0	2.852e+07
935.0	2.818e+07
936.0	2.804e+07
937.0	2.824e+07
938.0	2.822e+07
939.0	2.801e+07
940.0	2.769e+07
941.0	2.667e+07
942.0	2.723e+07
943.0	2.756e+07
944.0	2.720e+07
945.0	2.747e+07
946.0	2.756e+07
947.0	2.763e+07
948.0	2.765e+07
949.0	2.763e+07
950.0	2.743e+07
951.0	2.729e+07
952.0	2.731e+07
953.0	2.706e+07
954.0	2.623e+07
955.0	2.579e+07
956.0	2.688e+07
957.0	2.667e+07
958.0	2.696e+07
959.0	2.699e+07
960.0	2.660e+07
961.0	2.673e+07
962.0	2.650e+07
963.0	2.637e+07
964.0	2.636e+07
965.0	2.626e+07
966.0	2.604e+07
967.0	2.627e+07
968.0	2.623e+07
969.0	2.622e+07
970.0	2.619e+07
971.0	2.611e+07
972.0	2.617e+07
973.0	2.589e+07
974.0	2.557e+07
975.0	2.589e+07
976.0	2.574e+07
977.0	2.568e+07
978.0	2.565e+07
979.0	2.543e+07
980.0	2.556e+07
981.0	2.570e+07
982.0	2.561e+07
983.0	2.543e+07
984.0	2.539e+07
985.0	2.541e+07
986.0	2.523e+07
987.0	2.517e+07
988.0	2.521e+07
989.0	2.481e+07
990.0	2.492e+07
991.0	2.496e+07
992.0	2.504e+07
993.0	2.497e+07
994.0	2.497e+07
995.0	2.486e+07
996.0	2.484e+07
997.0	2.483e+07
998.0	2.474e+07
999.0	2.463e+07
1000.0	2.460e+07
1001.0	2.474e+07
1002.0	2.464e+07
1003.0	2.434e+07
1004.0	2.390e+07
1005.0	2.282e+07
1006.0	2.383e+07
1007.0	2.426e+07
1008.0	2.425e+07
1009.0	2.424e+07
1010.0	2.420e+07
1011.0	2.413e+07
1012.0	2.404e+07
1013.0	2.404e+07
1014.0	2.387e+07
1015.0	2.373e+07
1016.0	2.364e+07
1017.0	2.372e+07
1018.0	2.356e+07
1019.0	2.327e+07
1020.0	2.347e+07
1021.0	2.340e+07
1022.0	2.330e+07
1023.0	2.357e+07
1024.0	2.349e+07
1025.0	2.346e+07
1026.0	2.342e+07
1027.0	2.336e+07
1028.0	2.333e+07
1029.0	2.307e+07
1030.0	2.314e+07
1031.0	2.309e+07
1032.0	2.300e+07
1033.0	2.266e+07
1034.0	2.265e+07
1035.0	2.272e+07
1036.0	2.286e+07
1037.0	2.248e+07
1038.0	2.259e+07
1039.0	2.259e+07
1040.0	2.250e+07
1041.0	2.260e+07
1042.0	2.245e+07
1043.0	2.239e+07
1044.0	2.248e+07
1045.0	2.219e+07
1046.0	2.196e+07
1047.0	2.217e+07
1048.0	2.231e+07
1049.0	2.224e+07
1050.0	2.216e+07
1051.0	2.215e+07
1052.0	2.208e+07
1053.0	2.193e+07
1054.0	2.200e+07
1055.0	2.204e+07
1056.0	2.200e+07
1057.0	2.196e+07
1058.0	2.145e+07
1059.0	2.151e+07
1060.0	2.149e+07
1061.0	2.148e+07
1062.0	2.163e+07
1063.0	2.144e+07
1064.0	2.169e+07
1065.0	2.161e+07
1066.0	2.112e+07
1067.0	2.141e+07
1068.0	2.100e+07
1069.0	2.032e+07
1070.0	2.108e+07
1071.0	2.120e+07
1072.0	2.111e+07
1073.0	2.076e+07
1074.0	2.109e+07
1075.0	2.064e+07
1076.0	2.111e+07
1077.0	2.110e+07
1078.0	2.079e+07
1079.0	2.068e+07
1080.0	2.097e+07
1081.0	2.039e+07
1082.0	2.021e+07
1083.0	2.018e+07
1084.0	2.067e+07
1085.0	2.079e+07
1086.0	2.054e+07
1087.0	1.984e+07
1088.0	2.027e+07
1089.0	2.025e+07
1090.0	2.052e+07
1091.0	2.041e+07
1092.0	2.022e+07
1093.0	1.956e+07
1094.0	1.875e+07
1095.0	1.964e+07
1096.0	1.963e+07
1097.0	1.966e+07
1098.0	1.939e+07
1099.0	1.983e+07
1100.0	1.995e+07
1101.0	1.969e+07
1102.0	1.943e+07
1103.0	1.981e+07
1104.0	1.974e+07
1105.0	1.974e+07
1106.0	1.968e+07
1107.0	1.961e+07
1108.0	1.961e+07
1109.0	1.960e+07
1110.0	1.960e+07
1111.0	1.945e+07
1112.0	1.932e+07
1113.0	1.927e+07
1114.0	1.944e+07
1115.0	1.928e+07
1116.0	1.929e+07
1117.0	1.938e+07
1118.0	1.920e+07
1119.0	1.894e+07
1120.0	1.894e+07
1121.0	1.907e+07
1122.0	1.914e+07
1123.0	1.911e+07
1124.0	1.897e+07
1125.0	1.845e+07
1126.0	1.863e+07
1127.0	1.878e+07
1128.0	1.871e+07
1129.0	1.851e+07
1130.0	1.854e+07
1131.0	1.864e+07
1132.0	1.864e+07
1133.0	1.834e+07
1134.0	1.852e+07
