# WL(nm)	 Flux(ergs/cm**2/s/nm)
1125.0	2.534e+07
1126.0	2.559e+07
1127.0	2.580e+07
1128.0	2.570e+07
1129.0	2.542e+07
1130.0	2.547e+07
1131.0	2.560e+07
1132.0	2.561e+07
1133.0	2.519e+07
1134.0	2.544e+07
1135.0	2.545e+07
1136.0	2.548e+07
1137.0	2.522e+07
1138.0	2.489e+07
1139.0	2.498e+07
1140.0	2.478e+07
1141.0	2.482e+07
1142.0	2.491e+07
1143.0	2.497e+07
1144.0	2.474e+07
1145.0	2.495e+07
1146.0	2.512e+07
1147.0	2.505e+07
1148.0	2.489e+07
1149.0	2.484e+07
1150.0	2.477e+07
1151.0	2.476e+07
1152.0	2.456e+07
1153.0	2.470e+07
1154.0	2.474e+07
1155.0	2.460e+07
1156.0	2.453e+07
1157.0	2.453e+07
1158.0	2.446e+07
1159.0	2.390e+07
1160.0	2.396e+07
1161.0	2.351e+07
1162.0	2.414e+07
1163.0	2.412e+07
1164.0	2.380e+07
1165.0	2.393e+07
1166.0	2.374e+07
1167.0	2.390e+07
1168.0	2.394e+07
1169.0	2.342e+07
1170.0	2.386e+07
1171.0	2.393e+07
1172.0	2.386e+07
1173.0	2.384e+07
1174.0	2.373e+07
1175.0	2.306e+07
1176.0	2.345e+07
1177.0	2.345e+07
1178.0	2.317e+07
1179.0	2.351e+07
1180.0	2.357e+07
1181.0	2.340e+07
1182.0	2.312e+07
1183.0	2.245e+07
1184.0	2.311e+07
1185.0	2.332e+07
1186.0	2.327e+07
1187.0	2.326e+07
1188.0	2.241e+07
1189.0	2.237e+07
1190.0	2.303e+07
1191.0	2.317e+07
1192.0	2.305e+07
1193.0	2.303e+07
1194.0	2.299e+07
1195.0	2.271e+07
1196.0	2.273e+07
1197.0	2.217e+07
1198.0	2.193e+07
1199.0	2.169e+07
1200.0	2.259e+07
1201.0	2.269e+07
1202.0	2.256e+07
1203.0	2.162e+07
1204.0	2.214e+07
1205.0	2.240e+07
1206.0	2.243e+07
1207.0	2.239e+07
1208.0	2.125e+07
1209.0	2.167e+07
1210.0	2.179e+07
1211.0	2.187e+07
1212.0	2.213e+07
1213.0	2.211e+07
1214.0	2.211e+07
1215.0	2.210e+07
1216.0	2.207e+07
1217.0	2.201e+07
1218.0	2.192e+07
1219.0	2.183e+07
1220.0	2.189e+07
1221.0	2.181e+07
1222.0	2.172e+07
1223.0	2.165e+07
1224.0	2.171e+07
1225.0	2.164e+07
1226.0	2.155e+07
1227.0	2.112e+07
1228.0	2.146e+07
1229.0	2.151e+07
1230.0	2.139e+07
1231.0	2.132e+07
1232.0	2.122e+07
1233.0	2.126e+07
1234.0	2.115e+07
1235.0	2.113e+07
1236.0	2.119e+07
1237.0	2.116e+07
1238.0	2.112e+07
1239.0	2.085e+07
1240.0	2.090e+07
1241.0	2.098e+07
1242.0	2.077e+07
1243.0	2.059e+07
1244.0	2.079e+07
1245.0	2.085e+07
1246.0	2.072e+07
1247.0	2.069e+07
1248.0	2.078e+07
1249.0	2.075e+07
1250.0	2.068e+07
1251.0	2.053e+07
1252.0	2.039e+07
1253.0	2.049e+07
1254.0	2.050e+07
1255.0	2.044e+07
1256.0	2.036e+07
1257.0	2.035e+07
1258.0	2.034e+07
1259.0	2.038e+07
1260.0	2.039e+07
1261.0	2.028e+07
1262.0	2.023e+07
1263.0	2.030e+07
1264.0	2.011e+07
1265.0	2.015e+07
1266.0	2.018e+07
1267.0	1.998e+07
1268.0	1.985e+07
1269.0	2.005e+07
1270.0	2.012e+07
1271.0	2.007e+07
1272.0	2.002e+07
1273.0	1.993e+07
1274.0	1.985e+07
1275.0	1.993e+07
1276.0	1.992e+07
1277.0	1.987e+07
1278.0	1.979e+07
1279.0	1.963e+07
1280.0	1.938e+07
1281.0	1.830e+07
1282.0	1.733e+07
1283.0	1.873e+07
1284.0	1.925e+07
1285.0	1.934e+07
1286.0	1.942e+07
1287.0	1.946e+07
1288.0	1.938e+07
1289.0	1.938e+07
1290.0	1.914e+07
1291.0	1.929e+07
1292.0	1.937e+07
1293.0	1.926e+07
1294.0	1.922e+07
1295.0	1.930e+07
1296.0	1.930e+07
1297.0	1.913e+07
1298.0	1.911e+07
1299.0	1.921e+07
1300.0	1.913e+07
1301.0	1.902e+07
1302.0	1.893e+07
1303.0	1.879e+07
1304.0	1.885e+07
1305.0	1.895e+07
1306.0	1.894e+07
1307.0	1.883e+07
1308.0	1.881e+07
1309.0	1.880e+07
1310.0	1.868e+07
1311.0	1.867e+07
1312.0	1.816e+07
1313.0	1.832e+07
1314.0	1.848e+07
1315.0	1.793e+07
1316.0	1.836e+07
1317.0	1.844e+07
1318.0	1.837e+07
1319.0	1.850e+07
1320.0	1.840e+07
1321.0	1.830e+07
1322.0	1.833e+07
1323.0	1.832e+07
1324.0	1.833e+07
1325.0	1.825e+07
1326.0	1.814e+07
1327.0	1.812e+07
1328.0	1.795e+07
1329.0	1.774e+07
1330.0	1.800e+07
1331.0	1.795e+07
1332.0	1.776e+07
1333.0	1.804e+07
1334.0	1.806e+07
1335.0	1.794e+07
1336.0	1.797e+07
1337.0	1.789e+07
1338.0	1.779e+07
1339.0	1.752e+07
1340.0	1.771e+07
1341.0	1.774e+07
1342.0	1.773e+07
1343.0	1.771e+07
1344.0	1.776e+07
1345.0	1.766e+07
1346.0	1.758e+07
1347.0	1.762e+07
1348.0	1.761e+07
1349.0	1.748e+07
1350.0	1.734e+07
1351.0	1.746e+07
1352.0	1.753e+07
1353.0	1.746e+07
1354.0	1.735e+07
1355.0	1.718e+07
1356.0	1.710e+07
1357.0	1.713e+07
1358.0	1.726e+07
1359.0	1.709e+07
1360.0	1.710e+07
1361.0	1.724e+07
1362.0	1.705e+07
1363.0	1.697e+07
1364.0	1.704e+07
1365.0	1.708e+07
1366.0	1.697e+07
1367.0	1.692e+07
1368.0	1.685e+07
1369.0	1.674e+07
1370.0	1.673e+07
1371.0	1.677e+07
1372.0	1.690e+07
1373.0	1.690e+07
1374.0	1.675e+07
1375.0	1.661e+07
1376.0	1.654e+07
1377.0	1.668e+07
1378.0	1.670e+07
1379.0	1.673e+07
1380.0	1.666e+07
1381.0	1.661e+07
1382.0	1.647e+07
1383.0	1.654e+07
1384.0	1.657e+07
1385.0	1.648e+07
1386.0	1.648e+07
1387.0	1.645e+07
1388.0	1.651e+07
1389.0	1.641e+07
1390.0	1.632e+07
1391.0	1.643e+07
1392.0	1.637e+07
1393.0	1.631e+07
1394.0	1.623e+07
1395.0	1.621e+07
1396.0	1.627e+07
1397.0	1.628e+07
1398.0	1.626e+07
1399.0	1.608e+07
1400.0	1.586e+07
1401.0	1.598e+07
1402.0	1.606e+07
1403.0	1.594e+07
1404.0	1.595e+07
1405.0	1.598e+07
1406.0	1.594e+07
1407.0	1.593e+07
1408.0	1.593e+07
1409.0	1.596e+07
1410.0	1.588e+07
1411.0	1.555e+07
1412.0	1.556e+07
1413.0	1.565e+07
1414.0	1.571e+07
1415.0	1.576e+07
1416.0	1.566e+07
1417.0	1.576e+07
1418.0	1.569e+07
1419.0	1.557e+07
1420.0	1.557e+07
1421.0	1.543e+07
1422.0	1.531e+07
1423.0	1.534e+07
1424.0	1.535e+07
1425.0	1.526e+07
1426.0	1.517e+07
1427.0	1.523e+07
1428.0	1.527e+07
1429.0	1.501e+07
1430.0	1.520e+07
1431.0	1.522e+07
1432.0	1.545e+07
1433.0	1.530e+07
1434.0	1.526e+07
1435.0	1.531e+07
1436.0	1.527e+07
1437.0	1.529e+07
1438.0	1.528e+07
1439.0	1.513e+07
1440.0	1.453e+07
1441.0	1.491e+07
1442.0	1.472e+07
1443.0	1.488e+07
1444.0	1.482e+07
1445.0	1.502e+07
1446.0	1.490e+07
1447.0	1.490e+07
1448.0	1.499e+07
1449.0	1.494e+07
1450.0	1.474e+07
1451.0	1.458e+07
1452.0	1.473e+07
1453.0	1.470e+07
1454.0	1.454e+07
1455.0	1.452e+07
1456.0	1.457e+07
1457.0	1.466e+07
1458.0	1.478e+07
1459.0	1.472e+07
1460.0	1.463e+07
1461.0	1.458e+07
1462.0	1.446e+07
1463.0	1.440e+07
1464.0	1.449e+07
1465.0	1.439e+07
1466.0	1.450e+07
1467.0	1.447e+07
1468.0	1.441e+07
1469.0	1.450e+07
1470.0	1.426e+07
1471.0	1.424e+07
1472.0	1.418e+07
1473.0	1.402e+07
1474.0	1.400e+07
1475.0	1.404e+07
1476.0	1.410e+07
1477.0	1.403e+07
1478.0	1.403e+07
1479.0	1.422e+07
1480.0	1.413e+07
1481.0	1.408e+07
1482.0	1.405e+07
1483.0	1.393e+07
1484.0	1.412e+07
1485.0	1.415e+07
1486.0	1.397e+07
1487.0	1.339e+07
1488.0	1.291e+07
1489.0	1.391e+07
1490.0	1.399e+07
1491.0	1.393e+07
1492.0	1.392e+07
1493.0	1.400e+07
1494.0	1.402e+07
1495.0	1.378e+07
1496.0	1.358e+07
1497.0	1.375e+07
1498.0	1.376e+07
1499.0	1.376e+07
1500.0	1.384e+07
1501.0	1.376e+07
1502.0	1.306e+07
1503.0	1.287e+07
1504.0	1.269e+07
1505.0	1.268e+07
1506.0	1.328e+07
1507.0	1.348e+07
1508.0	1.327e+07
1509.0	1.346e+07
1510.0	1.358e+07
1511.0	1.353e+07
1512.0	1.328e+07
1513.0	1.325e+07
1514.0	1.326e+07
1515.0	1.333e+07
1516.0	1.321e+07
1517.0	1.328e+07
1518.0	1.329e+07
1519.0	1.326e+07
1520.0	1.319e+07
1521.0	1.301e+07
1522.0	1.300e+07
1523.0	1.312e+07
1524.0	1.302e+07
1525.0	1.305e+07
1526.0	1.315e+07
1527.0	1.315e+07
1528.0	1.311e+07
1529.0	1.274e+07
1530.0	1.265e+07
1531.0	1.300e+07
1532.0	1.295e+07
1533.0	1.282e+07
1534.0	1.271e+07
1535.0	1.285e+07
1536.0	1.291e+07
1537.0	1.279e+07
1538.0	1.266e+07
1539.0	1.257e+07
1540.0	1.246e+07
1541.0	1.260e+07
1542.0	1.263e+07
1543.0	1.271e+07
1544.0	1.273e+07
1545.0	1.275e+07
1546.0	1.267e+07
1547.0	1.240e+07
1548.0	1.239e+07
1549.0	1.244e+07
1550.0	1.238e+07
1551.0	1.250e+07
1552.0	1.252e+07
1553.0	1.230e+07
1554.0	1.223e+07
1555.0	1.223e+07
1556.0	1.223e+07
1557.0	1.236e+07
1558.0	1.230e+07
1559.0	1.223e+07
1560.0	1.232e+07
1561.0	1.240e+07
1562.0	1.230e+07
1563.0	1.217e+07
1564.0	1.224e+07
1565.0	1.221e+07
1566.0	1.208e+07
1567.0	1.208e+07
1568.0	1.198e+07
1569.0	1.200e+07
1570.0	1.211e+07
1571.0	1.221e+07
1572.0	1.213e+07
1573.0	1.207e+07
1574.0	1.167e+07
1575.0	1.155e+07
1576.0	1.144e+07
1577.0	1.118e+07
1578.0	1.177e+07
1579.0	1.196e+07
1580.0	1.202e+07
1581.0	1.184e+07
1582.0	1.157e+07
1583.0	1.166e+07
1584.0	1.172e+07
1585.0	1.181e+07
1586.0	1.171e+07
1587.0	1.151e+07
1588.0	1.107e+07
1589.0	1.072e+07
1590.0	1.100e+07
1591.0	1.125e+07
1592.0	1.166e+07
1593.0	1.176e+07
1594.0	1.180e+07
1595.0	1.160e+07
1596.0	1.128e+07
1597.0	1.163e+07
1598.0	1.169e+07
1599.0	1.156e+07
1600.0	1.145e+07
1601.0	1.132e+07
1602.0	1.140e+07
1603.0	1.144e+07
1604.0	1.136e+07
1605.0	1.135e+07
1606.0	1.122e+07
1607.0	1.132e+07
1608.0	1.137e+07
1609.0	1.103e+07
1610.0	1.080e+07
1611.0	1.100e+07
1612.0	1.110e+07
1613.0	1.117e+07
1614.0	1.114e+07
1615.0	1.088e+07
1616.0	1.071e+07
1617.0	1.096e+07
1618.0	1.111e+07
1619.0	1.097e+07
1620.0	1.066e+07
1621.0	1.081e+07
1622.0	1.098e+07
1623.0	1.113e+07
1624.0	1.104e+07
1625.0	1.099e+07
1626.0	1.103e+07
1627.0	1.110e+07
1628.0	1.110e+07
1629.0	1.097e+07
1630.0	1.093e+07
1631.0	1.094e+07
1632.0	1.088e+07
1633.0	1.070e+07
1634.0	1.076e+07
1635.0	1.082e+07
1636.0	1.059e+07
1637.0	1.041e+07
1638.0	1.016e+07
1639.0	1.020e+07
1640.0	1.023e+07
1641.0	1.017e+07
1642.0	1.028e+07
1643.0	1.033e+07
1644.0	1.025e+07
1645.0	1.033e+07
1646.0	1.043e+07
1647.0	1.043e+07
1648.0	1.035e+07
1649.0	1.031e+07
1650.0	1.034e+07
1651.0	1.032e+07
1652.0	1.037e+07
1653.0	1.037e+07
1654.0	1.034e+07
1655.0	1.036e+07
1656.0	1.041e+07
1657.0	1.039e+07
1658.0	1.034e+07
1659.0	1.031e+07
1660.0	1.039e+07
1661.0	1.039e+07
1662.0	1.031e+07
1663.0	1.026e+07
1664.0	1.023e+07
1665.0	1.014e+07
1666.0	1.011e+07
1667.0	1.005e+07
1668.0	9.951e+06
1669.0	1.009e+07
1670.0	1.013e+07
1671.0	9.937e+06
1672.0	9.733e+06
1673.0	9.914e+06
1674.0	9.904e+06
1675.0	9.710e+06
1676.0	9.729e+06
1677.0	9.803e+06
1678.0	9.724e+06
1679.0	9.539e+06
1680.0	9.202e+06
1681.0	9.114e+06
1682.0	9.359e+06
1683.0	9.567e+06
1684.0	9.673e+06
1685.0	9.678e+06
1686.0	9.659e+06
1687.0	9.659e+06
1688.0	9.645e+06
1689.0	9.548e+06
1690.0	9.655e+06
1691.0	9.710e+06
1692.0	9.719e+06
1693.0	9.701e+06
1694.0	9.678e+06
1695.0	9.655e+06
1696.0	9.622e+06
1697.0	9.608e+06
1698.0	9.599e+06
1699.0	9.525e+06
1700.0	9.447e+06
1701.0	9.428e+06
1702.0	9.368e+06
1703.0	9.349e+06
1704.0	9.447e+06
1705.0	9.377e+06
1710.0	9.160e+06
1715.0	9.215e+06
1720.0	9.058e+06
1725.0	8.938e+06
1730.0	8.836e+06
1735.0	8.388e+06
1740.0	8.545e+06
1745.0	8.587e+06
1750.0	8.522e+06
1755.0	8.517e+06
1760.0	8.397e+06
1765.0	8.309e+06
1770.0	8.244e+06
1775.0	8.129e+06
1780.0	8.022e+06
1785.0	7.981e+06
1790.0	7.958e+06
1795.0	7.865e+06
1800.0	7.777e+06
1805.0	7.713e+06
1810.0	7.648e+06
1815.0	7.320e+06
1820.0	7.190e+06
1825.0	7.394e+06
1830.0	7.361e+06
1835.0	7.287e+06
1840.0	7.190e+06
1845.0	7.075e+06
1850.0	7.088e+06
1855.0	7.028e+06
1860.0	6.936e+06
1865.0	6.839e+06
1870.0	6.728e+06
1875.0	6.233e+06
1880.0	6.584e+06
1885.0	6.617e+06
1890.0	6.515e+06
1895.0	6.372e+06
1900.0	6.418e+06
1905.0	6.386e+06
1910.0	6.316e+06
1915.0	6.275e+06
1920.0	6.201e+06
1925.0	6.168e+06
1930.0	6.025e+06
1935.0	6.020e+06
1940.0	5.882e+06
1945.0	5.563e+06
1950.0	5.761e+06
1955.0	5.858e+06
1960.0	5.784e+06
1965.0	5.687e+06
1970.0	5.664e+06
1975.0	5.567e+06
1980.0	5.507e+06
1985.0	5.470e+06
1990.0	5.465e+06
1995.0	5.373e+06
2000.0	5.359e+06
2005.0	5.304e+06
2010.0	5.290e+06
2015.0	5.243e+06
2020.0	5.151e+06
2025.0	5.123e+06
2030.0	5.045e+06
2035.0	4.998e+06
2040.0	4.975e+06
2045.0	4.980e+06
2050.0	4.920e+06
2055.0	4.869e+06
2060.0	4.795e+06
2065.0	4.758e+06
2070.0	4.730e+06
2075.0	4.726e+06
2080.0	4.652e+06
2085.0	4.611e+06
2090.0	4.566e+06
2095.0	4.499e+06
2100.0	4.506e+06
2105.0	4.478e+06
2110.0	4.426e+06
2115.0	4.388e+06
2120.0	4.333e+06
2125.0	4.293e+06
2130.0	4.290e+06
2135.0	4.238e+06
2140.0	4.227e+06
2145.0	4.189e+06
2150.0	4.165e+06
2155.0	4.125e+06
2160.0	4.059e+06
2165.0	3.824e+06
2170.0	3.934e+06
2175.0	3.959e+06
2180.0	3.926e+06
2185.0	3.911e+06
2190.0	3.865e+06
2195.0	3.855e+06
2200.0	3.818e+06
2205.0	3.731e+06
2210.0	3.721e+06
2215.0	3.708e+06
2220.0	3.685e+06
2225.0	3.638e+06
2230.0	3.619e+06
2235.0	3.589e+06
2240.0	3.540e+06
2245.0	3.522e+06
2250.0	3.487e+06
2255.0	3.448e+06
2260.0	3.428e+06
2265.0	3.397e+06
2270.0	3.384e+06
2275.0	3.359e+06
2280.0	3.302e+06
2285.0	3.284e+06
2290.0	3.266e+06
2295.0	3.195e+06
2300.0	3.199e+06
2305.0	3.189e+06
2310.0	3.164e+06
2315.0	3.126e+06
2320.0	3.085e+06
2325.0	3.021e+06
2330.0	3.034e+06
2335.0	3.010e+06
2340.0	3.000e+06
2345.0	2.987e+06
2350.0	2.937e+06
2355.0	2.876e+06
2360.0	2.888e+06
2365.0	2.881e+06
2370.0	2.847e+06
2375.0	2.815e+06
2380.0	2.800e+06
2385.0	2.708e+06
2390.0	2.731e+06
2395.0	2.721e+06
2400.0	2.704e+06
2405.0	2.688e+06
2410.0	2.668e+06
2415.0	2.588e+06
2420.0	2.600e+06
2425.0	2.590e+06
2430.0	2.580e+06
2435.0	2.550e+06
2440.0	2.544e+06
2445.0	2.510e+06
2450.0	2.468e+06
2455.0	2.449e+06
2460.0	2.456e+06
2465.0	2.450e+06
2470.0	2.412e+06
2475.0	2.408e+06
2480.0	2.358e+06
2485.0	2.342e+06
2490.0	2.348e+06
2495.0	2.335e+06
2500.0	2.328e+06
2505.0	2.311e+06
2510.0	2.274e+06
2515.0	2.263e+06
2520.0	2.257e+06
2525.0	2.245e+06
2530.0	2.231e+06
2535.0	2.210e+06
2540.0	2.173e+06
2545.0	2.166e+06
2550.0	2.153e+06
2555.0	2.136e+06
2560.0	2.121e+06
2565.0	2.107e+06
2570.0	2.097e+06
2575.0	2.093e+06
2580.0	2.068e+06
2585.0	2.018e+06
2590.0	2.037e+06
2595.0	2.023e+06
2600.0	2.013e+06
2605.0	2.004e+06
2610.0	1.987e+06
2615.0	1.968e+06
2620.0	1.932e+06
2625.0	1.842e+06
2630.0	1.896e+06
2635.0	1.915e+06
2640.0	1.877e+06
2645.0	1.882e+06
2650.0	1.875e+06
2655.0	1.851e+06
2660.0	1.848e+06
2665.0	1.811e+06
2670.0	1.823e+06
2675.0	1.807e+06
2680.0	1.803e+06
2685.0	1.795e+06
2690.0	1.782e+06
2695.0	1.768e+06
2700.0	1.760e+06
2705.0	1.746e+06
2710.0	1.732e+06
2715.0	1.723e+06
2720.0	1.711e+06
2725.0	1.697e+06
2730.0	1.688e+06
2735.0	1.678e+06
2740.0	1.663e+06
2745.0	1.657e+06
2750.0	1.643e+06
2755.0	1.619e+06
2760.0	1.600e+06
2765.0	1.602e+06
2770.0	1.598e+06
2775.0	1.584e+06
2780.0	1.576e+06
2785.0	1.566e+06
2790.0	1.561e+06
2795.0	1.550e+06
2800.0	1.537e+06
2805.0	1.527e+06
2810.0	1.520e+06
2815.0	1.509e+06
2820.0	1.499e+06
2825.0	1.488e+06
2830.0	1.480e+06
2835.0	1.471e+06
2840.0	1.456e+06
2845.0	1.449e+06
2850.0	1.438e+06
2855.0	1.430e+06
2860.0	1.421e+06
2865.0	1.409e+06
2870.0	1.384e+06
2875.0	1.377e+06
2880.0	1.382e+06
2885.0	1.375e+06
2890.0	1.365e+06
2895.0	1.358e+06
2900.0	1.349e+06
2905.0	1.340e+06
2910.0	1.333e+06
2915.0	1.323e+06
2920.0	1.315e+06
2925.0	1.301e+06
2930.0	1.296e+06
2935.0	1.290e+06
2940.0	1.281e+06
2945.0	1.270e+06
2950.0	1.264e+06
2955.0	1.257e+06
2960.0	1.250e+06
2965.0	1.243e+06
2970.0	1.235e+06
2975.0	1.228e+06
2980.0	1.218e+06
2985.0	1.211e+06
2990.0	1.203e+06
2995.0	1.193e+06
3000.0	1.184e+06
3005.0	1.181e+06
3010.0	1.174e+06
3015.0	1.166e+06
3020.0	1.158e+06
3025.0	1.151e+06
3030.0	1.142e+06
3035.0	1.125e+06
3040.0	1.106e+06
3045.0	1.117e+06
3050.0	1.116e+06
3055.0	1.108e+06
3060.0	1.102e+06
3065.0	1.092e+06
3070.0	1.087e+06
3075.0	1.083e+06
3080.0	1.075e+06
3085.0	1.066e+06
3090.0	1.062e+06
3095.0	1.055e+06
3100.0	1.048e+06
3105.0	1.044e+06
3110.0	1.036e+06
3115.0	1.018e+06
3120.0	1.021e+06
3125.0	1.018e+06
3130.0	1.012e+06
3135.0	1.007e+06
3140.0	1.000e+06
3145.0	9.941e+05
3150.0	9.826e+05
3155.0	9.798e+05
3160.0	9.766e+05
3165.0	9.687e+05
3170.0	9.613e+05
3175.0	9.595e+05
3180.0	9.516e+05
3185.0	9.474e+05
3190.0	9.428e+05
3195.0	9.373e+05
3200.0	9.285e+05
3205.0	9.252e+05
3210.0	9.206e+05
3215.0	9.132e+05
3220.0	9.095e+05
3225.0	9.035e+05
3230.0	8.984e+05
3235.0	8.919e+05
3240.0	8.859e+05
3245.0	8.804e+05
3250.0	8.785e+05
3255.0	8.721e+05
3260.0	8.665e+05
3265.0	8.614e+05
3270.0	8.573e+05
3275.0	8.513e+05
3280.0	8.448e+05
3285.0	8.397e+05
3290.0	8.323e+05
3295.0	8.152e+05
3300.0	8.138e+05
3305.0	8.203e+05
3310.0	8.175e+05
3315.0	8.096e+05
3320.0	7.958e+05
3325.0	8.009e+05
3330.0	7.995e+05
3335.0	7.944e+05
3340.0	7.888e+05
3345.0	7.861e+05
3350.0	7.805e+05
3355.0	7.763e+05
3360.0	7.731e+05
3365.0	7.666e+05
3370.0	7.602e+05
3375.0	7.583e+05
3380.0	7.542e+05
3385.0	7.505e+05
3390.0	7.477e+05
3395.0	7.380e+05
3400.0	7.283e+05
3405.0	7.315e+05
3410.0	7.283e+05
3415.0	7.218e+05
3420.0	7.209e+05
3425.0	7.167e+05
3430.0	7.125e+05
3435.0	7.107e+05
3440.0	7.070e+05
3445.0	7.028e+05
3450.0	6.991e+05
3455.0	6.950e+05
3460.0	6.917e+05
3465.0	6.876e+05
3470.0	6.825e+05
3475.0	6.788e+05
3480.0	6.760e+05
3485.0	6.723e+05
3490.0	6.686e+05
3495.0	6.645e+05
3500.0	6.617e+05
3505.0	6.584e+05
3510.0	6.547e+05
3515.0	6.506e+05
3520.0	6.469e+05
3525.0	6.436e+05
3530.0	6.404e+05
3535.0	6.353e+05
3540.0	6.321e+05
3545.0	6.307e+05
3550.0	6.270e+05
3555.0	6.214e+05
3560.0	6.178e+05
3565.0	6.164e+05
3570.0	6.122e+05
3575.0	6.094e+05
3580.0	6.053e+05
3585.0	6.025e+05
3590.0	6.002e+05
3595.0	5.965e+05
3600.0	5.932e+05
3605.0	5.914e+05
3610.0	5.882e+05
3615.0	5.854e+05
3620.0	5.826e+05
3625.0	5.789e+05
3630.0	5.757e+05
3635.0	5.729e+05
3640.0	5.692e+05
3645.0	5.650e+05
3650.0	5.613e+05
3655.0	5.567e+05
3660.0	5.553e+05
3665.0	5.539e+05
3670.0	5.502e+05
3675.0	5.465e+05
3680.0	5.396e+05
3685.0	5.391e+05
3690.0	5.391e+05
3695.0	5.313e+05
3700.0	5.239e+05
3705.0	5.253e+05
3710.0	5.234e+05
3715.0	5.225e+05
3720.0	5.220e+05
3725.0	5.202e+05
3730.0	5.174e+05
3735.0	5.091e+05
3740.0	4.971e+05
3745.0	4.961e+05
3750.0	5.008e+05
3755.0	4.998e+05
3760.0	4.994e+05
3765.0	4.985e+05
3770.0	4.961e+05
3775.0	4.915e+05
3780.0	4.897e+05
3785.0	4.883e+05
3790.0	4.846e+05
3795.0	4.823e+05
3800.0	4.804e+05
3805.0	4.786e+05
3810.0	4.758e+05
3815.0	4.735e+05
3820.0	4.721e+05
3825.0	4.712e+05
3830.0	4.684e+05
3835.0	4.647e+05
3840.0	4.633e+05
3845.0	4.620e+05
3850.0	4.597e+05
3855.0	4.570e+05
3860.0	4.534e+05
3865.0	4.503e+05
3870.0	4.486e+05
3875.0	4.477e+05
3880.0	4.453e+05
3885.0	4.413e+05
3890.0	4.405e+05
3895.0	4.381e+05
3900.0	4.358e+05
3905.0	4.346e+05
3910.0	4.327e+05
3915.0	4.306e+05
3920.0	4.283e+05
3925.0	4.266e+05
3930.0	4.242e+05
3935.0	4.217e+05
3940.0	4.204e+05
3945.0	4.175e+05
3950.0	4.139e+05
3955.0	4.113e+05
3960.0	4.102e+05
3965.0	4.094e+05
3970.0	4.075e+05
3975.0	4.052e+05
3980.0	4.030e+05
3985.0	3.996e+05
3990.0	3.971e+05
3995.0	3.946e+05
4000.0	3.838e+05
4020.0	3.688e+05
4040.0	3.614e+05
4060.0	3.541e+05
4080.0	3.471e+05
4100.0	3.402e+05
4120.0	3.335e+05
4140.0	3.270e+05
4160.0	3.206e+05
4180.0	3.143e+05
4200.0	3.083e+05
4220.0	3.023e+05
4240.0	2.965e+05
4260.0	2.908e+05
4280.0	2.853e+05
4300.0	2.799e+05
4320.0	2.747e+05
4340.0	2.695e+05
4360.0	2.645e+05
4380.0	2.596e+05
4400.0	2.548e+05
4420.0	2.501e+05
4440.0	2.456e+05
4460.0	2.411e+05
4480.0	2.367e+05
4500.0	2.324e+05
4520.0	2.282e+05
4540.0	2.241e+05
4560.0	2.201e+05
4580.0	2.163e+05
4600.0	2.124e+05
4620.0	2.087e+05
4640.0	2.050e+05
4660.0	2.014e+05
4680.0	1.979e+05
4700.0	1.945e+05
4720.0	1.912e+05
4740.0	1.879e+05
4760.0	1.847e+05
4780.0	1.815e+05
4800.0	1.784e+05
4820.0	1.754e+05
4840.0	1.725e+05
4860.0	1.696e+05
4880.0	1.668e+05
4900.0	1.640e+05
4920.0	1.613e+05
4940.0	1.586e+05
4960.0	1.561e+05
4980.0	1.535e+05
5000.0	1.510e+05
5050.0	1.478e+05
5100.0	1.423e+05
5150.0	1.371e+05
5200.0	1.320e+05
5250.0	1.272e+05
5300.0	1.226e+05
5350.0	1.183e+05
5400.0	1.141e+05
5450.0	1.100e+05
5500.0	1.063e+05
5550.0	1.026e+05
5600.0	9.909e+04
5650.0	9.576e+04
5700.0	9.252e+04
5750.0	8.947e+04
5800.0	8.651e+04
5850.0	8.369e+04
5900.0	8.096e+04
5950.0	7.837e+04
6000.0	7.588e+04
6050.0	7.347e+04
6100.0	7.116e+04
6150.0	6.894e+04
6200.0	6.682e+04
6250.0	6.478e+04
6300.0	6.279e+04
6350.0	6.094e+04
6400.0	5.909e+04
6450.0	5.738e+04
6500.0	5.567e+04
6550.0	5.401e+04
6600.0	5.243e+04
6650.0	5.096e+04
6700.0	4.948e+04
6750.0	4.809e+04
6800.0	4.675e+04
6850.0	4.543e+04
6900.0	4.417e+04
6950.0	4.296e+04
7000.0	4.178e+04
7050.0	4.064e+04
7100.0	3.955e+04
7150.0	3.849e+04
7200.0	3.746e+04
7250.0	3.647e+04
7300.0	3.552e+04
7350.0	3.459e+04
7400.0	3.369e+04
7450.0	3.283e+04
7500.0	3.199e+04
7550.0	3.118e+04
7600.0	3.039e+04
7650.0	2.963e+04
7700.0	2.889e+04
7750.0	2.818e+04
7800.0	2.748e+04
7850.0	2.681e+04
7900.0	2.616e+04
7950.0	2.553e+04
8000.0	2.492e+04
8050.0	2.433e+04
8100.0	2.375e+04
8150.0	2.319e+04
8200.0	2.265e+04
8250.0	2.212e+04
8300.0	2.161e+04
8350.0	2.111e+04
8400.0	2.063e+04
8450.0	2.016e+04
8500.0	1.971e+04
8550.0	1.926e+04
8600.0	1.883e+04
8650.0	1.842e+04
8700.0	1.801e+04
