# WL(nm)	 Flux(ergs/cm**2/s/nm)
8750.0	1.761e+04
8800.0	1.723e+04
8850.0	1.686e+04
8900.0	1.649e+04
8950.0	1.614e+04
9000.0	1.580e+04
9050.0	1.546e+04
9100.0	1.513e+04
9150.0	1.482e+04
9200.0	1.451e+04
9250.0	1.421e+04
9300.0	1.392e+04
9350.0	1.363e+04
9400.0	1.335e+04
9450.0	1.308e+04
9500.0	1.281e+04
9550.0	1.256e+04
9600.0	1.230e+04
9650.0	1.206e+04
9700.0	1.182e+04
9750.0	1.159e+04
9800.0	1.136e+04
9850.0	1.114e+04
9900.0	1.093e+04
9950.0	1.071e+04
10000.0	1.051e+04
11000.0	7.121e+03
12000.0	5.017e+03
13000.0	3.633e+03
14000.0	2.696e+03
15000.0	2.043e+03
16000.0	1.573e+03
17000.0	1.233e+03
18000.0	9.803e+02
19000.0	7.884e+02
20000.0	6.404e+02
25000.0	2.635e+02
30000.0	1.276e+02
35000.0	6.880e+01
40000.0	4.055e+01
50000.0	1.668e+01
60000.0	8.059e+00
80000.0	2.561e+00
100000.0	1.054e+00
120000.0	5.096e-01
150000.0	2.095e-01
200000.0	6.663e-02
250000.0	2.735e-02
300000.0	1.285e-02
400000.0	4.399e-03
1000000.0	1.472e-04
