# (dyne/cm2)
Pressure  N2  CO2  CH4  O2  H2O
3.193E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.735E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.343E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.007E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.719E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.473E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.261E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.080E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
9.255E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
7.928E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
6.791E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
5.817E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.983E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.268E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.656E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.132E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.683E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.298E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.968E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.686E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.444E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.237E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.060E+01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
9.078E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
7.776E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
6.661E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
5.706E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.887E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.186E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.586E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.072E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.631E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.254E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.931E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.654E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.417E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.213E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.039E+00	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
8.904E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
7.627E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
6.533E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
5.596E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.794E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.106E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.517E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.013E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.581E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.211E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.894E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.622E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.389E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.190E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.020E-01	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
8.733E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
7.481E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
6.408E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
5.489E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.702E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.028E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.450E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.955E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.531E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.168E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.857E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.591E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.363E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.167E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.000E-02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
