# (dyne/cm2)
Pressure  N2  CO2  CH4  O2  H2O
1.000E+06	8.850E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-02
8.566E+05	8.867E-01	1.000E-01	5.000E-03	1.000E-07	8.334E-03
7.337E+05	8.881E-01	1.000E-01	5.000E-03	1.000E-07	6.907E-03
6.285E+05	8.893E-01	1.000E-01	5.000E-03	1.000E-07	5.685E-03
5.384E+05	8.904E-01	1.000E-01	5.000E-03	1.000E-07	4.638E-03
4.612E+05	8.913E-01	1.000E-01	5.000E-03	1.000E-07	3.741E-03
3.950E+05	8.920E-01	1.000E-01	5.000E-03	1.000E-07	2.973E-03
3.384E+05	8.927E-01	1.000E-01	5.000E-03	1.000E-07	2.315E-03
2.899E+05	8.932E-01	1.000E-01	5.000E-03	1.000E-07	1.751E-03
2.483E+05	8.937E-01	1.000E-01	5.000E-03	1.000E-07	1.268E-03
2.127E+05	8.941E-01	1.000E-01	5.000E-03	1.000E-07	8.543E-04
1.822E+05	8.945E-01	1.000E-01	5.000E-03	1.000E-07	5.000E-04
1.561E+05	8.948E-01	1.000E-01	5.000E-03	1.000E-07	1.965E-04
1.337E+05	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.145E+05	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
9.808E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
8.402E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
7.197E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
6.165E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
5.281E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.523E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.875E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.319E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.843E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.435E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.086E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.787E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.531E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.311E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.123E+04	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
9.620E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
8.241E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
7.059E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
6.047E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
5.179E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.437E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.800E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.255E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.789E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.389E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
2.046E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.753E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.501E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.286E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
1.102E+03	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
9.436E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
8.083E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
6.924E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
5.931E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
5.080E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
4.352E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
3.728E+02	8.950E-01	1.000E-01	5.000E-03	1.000E-07	1.000E-06
